2658	Velten (Brandenburg)	52.41	13.11
563	Dierdorf (Rheinland-Pfalz)	50.33	7.40
1350	Krakow am See (Mecklenburg-Vorpommern)	53.39	12.16
2489	Straßburg (Kärnten)	46.54	14.20
2094	Ramat Gan (Israel)	32.04	34.48
2571	Tokyo (Japan)	35.42	139.46
2646	Vallendar (Rheinland-Pfalz)	50.24	7.37
2340	Schwäbisch Hall (Baden-Württemberg)	49.06	9.44
2488	Straßburg (Frankreich)	48.35	7.45
271	Baunatal (Hessen)	51.15	9.25
2238	Saint-Ursanne (Schweiz)	47.22	7.09
2832	Wilsdruff (Sachsen)	51.03	13.32
1438	Lauffen am Neckar (Baden-Württemberg)	49.04	9.09
308	Berndorf (Steiermark)	47.00	15.31
1841	Neu-Ulm (Bayern)	48.24	10.01
1365	Kroppenstedt (Sachsen-Anhalt)	51.56	11.18
